taxon,W,p_val,q_val,diff_abn,passed_ss
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter,22.160993522101514,6.262291788442211e-4,0.004174861192294807,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella,12.842267376322646,0.006226613683311686,0.01611637695297744,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides,23.115177262746023,5.394811579826968e-4,0.003923499330783249,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,36.69054303122923,1.0087872138958494e-4,0.002017574427791699,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_NA,58.54369837809904,1.5574394736061892e-4,0.0022015052465589368,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter,19.898033457492943,9.134752244609549e-4,0.0045673761223047745,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_NA,17.516939163742872,0.002471383992641342,0.008596118235274234,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Cronobacter,15.362716635262608,0.0036717338706298537,0.011749548386015532,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Brucella,105.95728982807883,1.770088616060937e-6,1.4160708928487496e-4,TRUE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium,44.973437214856055,4.722385331793281e-5,0.0018889541327173124,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_M2PB4-65_termite_group_NA,6.473396628365443,0.052170488708144655,0.07322173853774688,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_SC-I-84_NA,0.5546638397582783,0.6812669964988373,0.7078098664922984,FALSE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_Chitinophaga,8.983783287144673,0.016976225059481254,0.030179955661300006,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia-Caballeronia-Paraburkholderia,9.205993523727056,0.011342207309000622,0.02213113621268414,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_NA_NA,30.702689127671146,4.2387242147811857e-4,0.003549677577648577,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Streptomycetales_Streptomycetaceae_NA,27.243160002161474,0.0013631713118469292,0.00605853916376413,TRUE,FALSE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Pedosphaerales_Pedosphaeraceae_NA,32.09620457302921,1.6511289349192024e-4,0.0022015052465589368,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA,4.410799063939449,0.0828314762114375,0.10518282693515872,FALSE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Cellulomonadaceae_NA,20.33182258470772,0.0015634045111810957,0.006532047711357373,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Rhodanobacteraceae_Fulvimonas,17.858435837079845,0.004296890603360412,0.01273152771366048,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes,19.033335288520536,0.0019168734577046259,0.007015009204353432,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Xanthobacteraceae_NA,14.819642307567705,0.0070193899682739255,0.017016702953391336,TRUE,FALSE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Opitutales_Opitutaceae_Ereboglobus,5.6631354506391025,0.04456171431825342,0.06365959188321917,FALSE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Humibacter,11.063636019109408,0.014768313871586261,0.026851479766520473,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Budviciaceae_Pragia,0.5980895501591454,0.7320730374084184,0.7508441409317111,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Rhodocyclaceae_Uliginosibacterium,0.9451796659786963,0.9264010100498044,0.9264010100498044,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus,1.5128460782859816,0.5677064302676214,0.6137366813704015,FALSE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Dysgonomonadaceae_Dysgonomonas,7.560152866061525,0.02679810978958844,0.04375201598300154,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Rhodanobacteraceae_Dyella,12.335926999909411,0.011239386463810898,0.02213113621268414,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_NA_NA_NA,36.43402011468117,2.4317647054157752e-4,0.0027791596633323147,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_NA,9.503585152277068,0.02143628412792975,0.03728049413553,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,3.0923023787857655,0.17922593311058535,0.2077981833166207,FALSE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rs-E47_termite_group_NA,14.276449567432708,0.0077331658394145155,0.017675807632947464,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_NA_NA,11.508919775344376,0.008534282069725438,0.018452501772379327,TRUE,FALSE
Bacteria_Actinobacteriota_Thermoleophilia_Solirubrobacterales_67-14_NA,20.04794406210582,0.0016330119278393433,0.006532047711357373,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptacidiphilus,18.16561309686918,0.004106066643346623,0.0126340512102973,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,13.431150758585332,0.005463696963227445,0.015072267484765367,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Dysgonomonadaceae_Candidatus_Symbiothrix,9.146032731973587,0.023509054818721387,0.040015412457398106,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Nocardiaceae_Rhodococcus,14.887328611838827,0.006936689848175564,0.017016702953391336,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_NA,24.420858216598255,4.4370969720607215e-4,0.003549677577648577,TRUE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_NA,3.592406607032329,0.17099815438010205,0.2011742992707083,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_NA_NA,7.658142115895516,0.025918172023136853,0.043196953371894754,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Dysgonomonadaceae_NA,15.999859494946257,0.0019291275311971938,0.007015009204353432,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas,5.9404756525470095,0.03930808077484227,0.05823419374050706,FALSE,TRUE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Opitutales_Puniceicoccaceae_Cerasicoccus,15.498966312076991,0.006245096069278758,0.01611637695297744,TRUE,FALSE
Bacteria_Firmicutes_Bacilli_Paenibacillales_Paenibacillaceae_Paenibacillus,14.470318556555867,0.007467764504983254,0.0175712105999606,TRUE,FALSE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Galbitalea,2.1492518165840395,0.36449710089658416,0.40499677877398244,FALSE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_Taibaiella,4.165768391902466,0.09461834325931183,0.11827292907413979,FALSE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium,11.801633698582886,0.012567230119476448,0.023937581179955137,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Kaistiaceae_Kaistia,13.296325441297336,0.009286510597653043,0.019550548626637985,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Raoultella,1.5583069949171053,0.5650891960552391,0.6137366813704015,FALSE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,7.263057053942955,0.029711393620199214,0.04753822979231875,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Paludibacteraceae_NA,4.822554260619034,0.07958213484335183,0.10302889759575232,FALSE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Camelimonas,1.4298933584690978,0.6083060019191672,0.648859735380445,FALSE,TRUE
Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanobrevibacter,26.282178757693913,3.410701756352847e-4,0.003410701756352847,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Flavobacterium,14.523761660175571,0.002667111683306328,0.00889037227768776,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas,24.32177599450908,8.920975645025157e-4,0.0045673761223047745,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Rhodocyclaceae_NA,24.43707611269061,8.788604071303558e-4,0.0045673761223047745,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Paludibacteraceae_H1,7.897652332594503,0.03324075593344425,0.050801140122469765,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_NA_NA,23.525948327205082,9.908241981824487e-4,0.004662702109093877,TRUE,FALSE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_NA_NA_NA,13.026287092560523,0.009786614065138335,0.020075105774642735,TRUE,FALSE
Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_NA,4.122693961393357,0.09690079634896649,0.11926251858334339,FALSE,TRUE
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA,11.483067937512262,0.01345970516645278,0.025041311937586564,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_NA_NA,3.705866399633596,0.1615937245426083,0.19294773079714425,FALSE,TRUE
Bacteria_Elusimicrobiota_Endomicrobia_Endomicrobiales_Endomicrobiaceae_Endomicrobium,32.80360539350013,8.121224918633584e-4,0.0045673761223047745,TRUE,FALSE
Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter,49.094081423608934,9.09880285560491e-5,0.002017574427791699,TRUE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Alcaligenaceae_NA,0.6359213751659034,0.7748378928385875,0.7846459674314811,FALSE,TRUE
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,7.040179249964471,0.03216814582272789,0.050459836584671194,FALSE,TRUE
Bacteria_Firmicutes_Clostridia_Oscillospirales_NA_NA,6.196504420487697,0.04421104548855466,0.06365959188321917,FALSE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Hyphomicrobium,6.271813509027733,0.055929921443643144,0.07583718161849917,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionella,10.215492138327313,0.008253719834465528,0.018341599632145617,TRUE,FALSE
Bacteria_Firmicutes_Bacilli_Erysipelotrichales_Erysipelotrichaceae_NA,4.403790160698989,0.14419362590619858,0.17478015261357405,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas,5.194135211854444,0.05560102153815452,0.07583718161849917,FALSE,TRUE
Bacteria_Firmicutes_Clostridia_Monoglobales_Monoglobaceae_Monoglobus,2.819788262969558,0.2590088234075113,0.2918409277831113,FALSE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_NA_NA_NA,4.479773670331842,0.07984739563670805,0.10302889759575232,FALSE,TRUE
Bacteria_Firmicutes_NA_NA_NA_NA,23.374574943751774,0.004544159815831791,0.012983313759519402,TRUE,FALSE
Bacteria_NA_NA_NA_NA_NA,6.9155716122214095,0.03365575533113622,0.050801140122469765,FALSE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Demequinaceae_Lysinimicrobium,0.2172647362910413,0.237935300293025,0.27192605747774284,FALSE,TRUE
Bacteria_Elusimicrobiota_Elusimicrobia_Elusimicrobiales_Elusimicrobiaceae_Elusimicrobium,9.176261047536714,0.0577417408350858,0.0769889877801144,FALSE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Paracaedibacterales_Paracaedibacteraceae_NA,1.5544001051852083,0.6207282502026014,0.6533981581080014,FALSE,TRUE
