taxon,lfc_(Intercept),lfc_TreatmentSterile feed,lfc_TreatmentAntibiotics (5X),lfc_TreatmentAntibiotics (2X),se_(Intercept),se_TreatmentSterile feed,se_TreatmentAntibiotics (5X),se_TreatmentAntibiotics (2X),W_(Intercept),W_TreatmentSterile feed,W_TreatmentAntibiotics (5X),W_TreatmentAntibiotics (2X),p_(Intercept),p_TreatmentSterile feed,p_TreatmentAntibiotics (5X),p_TreatmentAntibiotics (2X),q_(Intercept),q_TreatmentSterile feed,q_TreatmentAntibiotics (5X),q_TreatmentAntibiotics (2X),diff_(Intercept),diff_TreatmentSterile feed,diff_TreatmentAntibiotics (5X),diff_TreatmentAntibiotics (2X),passed_ss_(Intercept),passed_ss_TreatmentSterile feed,passed_ss_TreatmentAntibiotics (5X),passed_ss_TreatmentAntibiotics (2X)
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,-2.3527836259956247,2.6522002759517362,3.7913366182565116,3.0333297996392043,0.7824633062175418,1.06816218034136,1.325224809770876,1.0471913303413414,-3.0068932399770576,2.4829565442058192,2.860900724392575,2.896633797235949,0.016893305328051188,0.03793642097443342,0.021122151434442665,0.019994652810221496,0.1351464426244095,0.30349136779546737,0.13518176918043306,0.2132762966423626,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Citrobacter,2.9022136735056168,-3.442617742051354,-5.059951908605262,-4.815901458395075,0.5940568763918307,1.1537530380144552,0.9638273015148149,1.009471365039274,4.8854138195201395,-2.9838428403845487,-5.249853267958592,-4.770716263167812,0.004531583377041212,0.030663893316766958,0.00332662764753459,0.005011626819887065,0.04833688935510626,0.30349136779546737,0.05322604236055344,0.08018602911819304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella,0.020629880286637182,1.3169882297635598,-1.689373976691767,0.35559841564661465,0.3698306722801226,0.5724345093809762,0.9286241995921376,0.8725169974370067,0.05578196140262642,2.300679305983378,-1.8192224340414125,0.4075547143392904,0.9568834942757849,0.0504173415691796,0.10637864349556952,0.6942887921657477,0.9568834942757849,0.32267098604274946,0.2050328381485209,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides,1.985641199099773,-3.698266957976445,-2.765375949708712,-2.3772552493060526,0.9592638778175236,1.6318515783144563,1.2614966484765648,1.1810068856824274,2.0699634845183783,-2.2663010577202094,-2.1921389589487164,-2.0129054945622866,0.083891682341647,0.06399191876179262,0.07086559946847575,0.09078832408917616,0.335566729366588,0.33862263553744354,0.15117994553274824,0.5810452741707274,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Dysgonomonadaceae_Candidatus_Symbiothrix,-0.5543422062737334,1.73332902573278,-0.6270551190949094,1.1768271083220199,1.5350340794512571,2.271460615669249,2.096749862957182,1.9580951615835411,-0.3611269702050519,0.7630900636250224,-0.2990605270437614,0.6010060856134806,0.7273553643392934,0.46731301103114364,0.7725155038238711,0.5644719802438427,0.8992659789240552,0.6797280160452999,0.8240165374121292,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Rhodocyclaceae_Thauera,-0.21937660600583067,1.8135137558643006,-2.205172091219429,1.3348969492434075,0.625233357505819,0.9087011038853712,1.299501650185583,1.007947745888659,-0.3508715639884728,1.9957208680722234,-1.6969367379445086,1.3243711836137826,0.7347452305111484,0.08105171677302354,0.12814552384282557,0.22196341379813217,0.8992659789240552,0.33862263553744354,0.2050328381485209,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_NA,3.104054247111782,-2.856808230593018,-5.005873898652378,-5.332039713340307,0.5144089242200973,1.444014365986026,0.8027079419531847,0.8115157570496864,6.034215389668604,-1.9783793692677596,-6.236233176504847,-6.570469725351056,9.361621857282422e-4,0.095237616244906,7.868775912788339e-4,5.958331378951523e-4,0.02995718994330375,0.33862263553744354,0.025180082920922685,0.019066660412644872,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter,-0.7303738890944937,1.0815872909248319,1.396354388035601,0.5092860672824984,1.3203994098442149,1.9865848151694854,1.5991185800244883,2.039590137409895,-0.5531461795947529,0.5444455644007106,0.8732025288670074,0.2497002010066827,0.5952786384572124,0.6009767187735974,0.4079975837803669,0.8091113395506089,0.8992659789240552,0.7692502000302046,0.5439967783738224,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Dysgonomonadaceae_Dysgonomonas,0.44294036548619997,0.26287660819669473,-1.831650734563213,-0.13725514571332612,0.7286841311318174,0.8254141446791113,1.0293549141590659,0.9040764598877148,0.6078633341420646,0.31847843884343763,-1.7794161269046689,-0.1518180726997062,0.5601340663306773,0.7582775903529002,0.11305112473905478,0.8830892267330972,0.8992659789240552,0.8367200996997519,0.2050328381485209,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas,0.7965175595387205,-1.658337069896606,-1.7589890453044978,0.6619777074119179,2.4164889719048737,3.0234888340779844,2.5533321674329343,2.6269701180123866,0.32961770932926726,-0.5484846020284104,-0.6888994184696885,0.25199285780714636,0.7513327182740452,0.6004066495479041,0.5130652232176007,0.8082851388981086,0.8992659789240552,0.7692502000302046,0.6080773015912304,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Microvirga,0.3576970092328466,1.351780039965092,-2.855026344713255,0.13819045768173518,1.1408571360235948,1.2871881373599448,1.2909358455745479,1.5445832799691492,0.3135335686986918,1.0501806229644308,-2.2115942899103467,0.08946779333549133,0.7618943006225752,0.32432131002764863,0.05793677085974942,0.9309094621623036,0.8992659789240552,0.5765712178269309,0.15117994553274824,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Desulfobacterota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio,0.6530276272212293,0.7317734570819642,-2.3047825059622253,-0.9733692701396989,0.4687889968153621,0.8062244675560739,0.9512321184643129,1.375002977812313,1.393009715794229,0.9076547370240514,-2.4229443699641995,-0.707903390644557,0.20110498334573665,0.3905819822346128,0.04165828078648426,0.49910703914456056,0.6435359467063573,0.6249311715753806,0.15117994553274824,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Cyanobacteria_Cyanobacteriia_Chloroplast_NA_NA,-2.115671092317753,0.719679385115742,4.083164505224808,2.5592216785279738,0.8476901714114108,1.2449289959946197,1.7774196695950868,1.6963345105685108,-2.4958070338307023,0.5780887001838716,2.2972427812476,1.508677482291081,0.04679296123374341,0.5842326460184921,0.06133185981929628,0.18211372138750787,0.24956245991329817,0.7692502000302046,0.15117994553274824,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_NA_NA,1.0515609632653398,-0.059929944955076024,-1.5709301912337594,-2.320584686517428,0.5816662736679531,0.7717083214509448,0.8980601631989812,0.9642898318181924,1.807842419045991,-0.07765880357801168,-1.7492482749017026,-2.406521991569597,0.11357307003086138,0.9402726504748993,0.1237286522993272,0.0470135460485351,0.40381536010972935,0.9402726504748993,0.2050328381485209,0.3761083683882808,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Raoultella,0.946386881103175,-0.6769170580000656,-2.8400457036196767,-0.572554720460552,0.4460150719721359,0.6993230248654236,0.8323024539798545,0.8335135769341059,2.121871973784552,-0.9679604902617502,-3.4122760182182748,-0.6869170896610551,0.07808121457847406,0.3704461476520798,0.014278622627844524,0.5177894502806499,0.335566729366588,0.6239093013087659,0.11422898102275619,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA,-1.5975061322855788,3.2816396172007276,0.5766975253412354,1.997090596732448,0.3877193386387042,0.7465854474778473,0.8269363006626481,1.1853095416547055,-4.120264255826076,4.395531185729548,0.6973905062325972,1.684868404876322,0.004458086533877734,0.003174015588822606,0.508051905965454,0.135883460486161,0.04833688935510626,0.1015684988423234,0.6080773015912304,0.5919024367950191,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Opitutales_Opitutaceae_Ereboglobus,-0.27131044858487774,1.7143588324251842,-1.5463339642782055,0.40164801714998233,0.9577556108537684,1.4537968086676754,1.1172585097000607,1.8865954842908348,-0.28327732618869705,1.1792286392458788,-1.384043129546925,0.21289567397695777,0.7851588335883366,0.27682947462870566,0.20886397135718626,0.8374755666490543,0.8992659789240552,0.5536589492574113,0.29059335145347653,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Erysipelatoclostridium,0.9249642961475304,0.5921218395442188,-2.946026770214111,-1.1831690565885478,0.9639345178622662,1.1591351946003556,1.1402196135351519,1.7831313896446352,0.9595717126084864,0.5108306971460472,-2.5837362690861023,-0.6635344223424525,0.37432623041415214,0.6277151636206504,0.04156021197808161,0.5316407128463312,0.7046140807795805,0.7725725090715697,0.15117994553274824,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_NA,1.3668402162179467,-1.190311994495891,-3.0213878313454834,-1.5532831933535205,0.48888144054764476,0.9143183081096432,0.8001701053865997,1.0792682792473567,2.795852128660914,-1.3018573334234835,-3.7759319062359986,-1.4392002648653075,0.03133478439995763,0.24070934045555403,0.009224271200281887,0.2001505473251852,0.20054262015972882,0.5346899671898142,0.09839222613634013,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Neisseriaceae_Vitreoscilla,0.3778918342644747,1.3046820474318093,-2.613792606826734,-0.19790413728899384,1.470963760101887,1.5513906205630354,1.8284634975123446,1.723123510167416,0.25690084590411655,0.8409758510453738,-1.4295022079373434,-0.11485197440650426,0.8046427125961249,0.42815070080632756,0.1959333235134196,0.9117875135819516,0.8992659789240552,0.6524201155144038,0.28499392511042854,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae_R-7_group,1.4927619518542838,-3.791854190311226,-0.6842353930333306,-1.9643160009902398,1.153703489326072,1.2803720066642599,1.3080501703529552,1.406489175091302,1.2938870044731081,-2.9615253774487815,-0.523095679769455,-1.3966093986203105,0.24327549696914802,0.025233007601921778,0.6196548805742593,0.21200844287928627,0.7046140807795805,0.30349136779546737,0.708177006370582,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_NA_NA,-0.06150675986161324,1.1976033442711664,-1.667526282308871,0.7816821673491147,0.5994013502674659,0.9064511668863366,0.7890331227979305,0.9173537819020209,-0.10261364915872744,1.3212000690395034,-2.113379317202531,0.8521054611323369,0.9207951473151716,0.22297045462976745,0.06751732554879548,0.41893199704102735,0.9568834942757849,0.5346899671898142,0.15117994553274824,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia,-0.5030338664871321,-0.9586283173867253,2.0528405934209317,0.9836553797792772,0.4980104261115785,0.6622824246077034,0.9827655647659648,1.0247416196988677,-1.0100870184883,-1.4474615085166416,2.0888405811306523,0.9599057566026603,0.3420248842766415,0.1857924969093388,0.070144421818296,0.36521189663795267,0.7046140807795805,0.49544665842490343,0.15117994553274824,0.8347700494581775,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Rs-K70_termite_group_NA_NA_NA_NA,0.6351369345585819,2.1506085135442925,-2.9893921143969835,-1.3684307948755747,0.6413927962660586,1.0508833911084232,1.1782172320803506,2.0093374729479403,0.9902464422053133,2.046476832482746,-2.5372164258017884,-0.6810358206617835,0.3602917935674424,0.08666371688523791,0.04424672972416888,0.5212510129785454,0.7046140807795805,0.33862263553744354,0.15117994553274824,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_NA_NA,0.0456561926286697,0.9536307585190641,-1.389179408587456,0.3190490277181327,0.6663458550352906,0.8607599551837455,0.9402046030126946,1.036566036027111,0.06851726064425159,1.1078939636724778,-1.477528831635277,0.30779421342123553,0.9472900094910613,0.3045176795907041,0.18305634702128604,0.7671951914362755,0.9568834942757849,0.5732097498177959,0.2789430049848168,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA,-0.11780797955859641,1.1764701829655018,-0.10850159753536853,-0.0996601314405752,0.48477298067780217,0.6648172647048388,0.7694015872253731,0.825830132133889,-0.24301680220271166,1.7696143668709075,-0.14102076124725518,-0.12067872987760835,0.8149597933999251,0.12010401181411103,0.8918259909397434,0.9073363984680989,0.8992659789240552,0.34939348891377753,0.8918259909397434,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales_NA_NA,0.7539693060981397,-0.24956179065151643,-1.9578944141419832,-1.3555750273443645,0.6245356428066685,0.8747366289157429,1.0328140109911856,0.9499855636922402,1.2072478405072211,-0.2852993488575576,-1.8956892463755437,-1.4269427653992437,0.28132619148603893,0.78685545738781415,0.11650607683330315,0.2129423643778425,0.7046140807795805,0.8393124878803351,0.2050328381485209,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Clostridia_NA_NA_NA,-0.31009124643863106,1.265905172941295,0.7356838242659588,-0.6954918215877735,0.5844274835663942,1.0221229420763538,0.9486644611643024,1.132938566413373,-0.530589774023526,1.2385057812807907,0.7754942388829966,-0.6138830844019575,0.6101114334198501,0.2506359221202254,0.4603548558121374,0.5563419430246148,0.8992659789240552,0.5346899671898142,0.5892542154395359,0.8601477794191889,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Tyzzerella,-0.26674743070132334,1.4561500068842708,-0.2923810587209779,0.05787632926788439,0.5918345112238694,0.7980093079360285,0.8444066057738601,1.2117482595521831,-0.45071286929467774,1.8247280982855418,-0.3462562428121036,0.04776266754389507,0.6680260839267915,0.11784582160492195,0.7409692880963077,0.963455532967984,0.8992659789240552,0.34939348891377753,0.8176212834166153,0.963455532967984,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Verrucomicrobiota_Verrucomicrobiae_NA_NA_NA,0.6983366146614446,0.35482952855260713,-2.5051504850651254,-1.1623631641602172,0.6301408423630128,0.9152970578342944,1.069133901772988,1.0535663176282648,1.1082230633435841,0.3876659774174054,-2.3431587763803328,-1.1032653044346277,0.3182064279933046,0.7142171646499251,0.06611995935841704,0.3201590993810537,0.7046140807795805,0.8162481881713429,0.15117994553274824,0.7880839369379784,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,-1.1401248961841122,-0.5264045636337013,2.890981915252544,1.8036603014631107,0.9776512562852685,1.2367108316138555,1.191169717886823,1.2576202770653073,-1.1661877268139422,-0.42564886647492645,2.427010921987882,1.4341851307232445,0.29613388249056916,0.6880633566836729,0.05959985451411454,0.21097795249540632,0.7046140807795805,0.815482496810279,0.15117994553274824,0.5919024367950191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Candidatus_Soleaferrea,-0.28744122406565553,0.33628197032665447,0.21907592347785873,0.33110494006286206,0.7594571408090968,1.375771320843568,1.07308818556224,1.0751908893565814,-0.3784824825788412,0.24443158919787614,0.2041546318610104,0.3079499122811604,0.7181022197021922,0.8150408639107183,0.8449813754643462,0.7685308045689686,0.8992659789240552,0.8413325046820318,0.8722388391890025,0.9609387996514102,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
